,currentDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,StockPrice,T,halley,halley_steps
73,2017-02-17,2017-05-19,44.0,ATVI,Call,2.95,0.23824,45.330002,0.24914442162902126,0.24635830698309943,1.0
74,2017-02-17,2017-05-19,48.0,ATVI,Call,1.19,0.24997,45.330002,0.24914442162902126,0.24350370180629527,1.0
75,2017-02-17,2017-05-19,44.0,ATVI,Put,1.87,0.27589,45.330002,0.24914442162902126,0.2816956469789564,1.0
76,2017-02-17,2017-05-19,47.0,ATVI,Put,3.6,0.30505,45.330002,0.24914442162902126,0.29621761239588085,1.0
77,2017-02-17,2017-05-19,49.0,ATVI,Put,4.9,0.28968,45.330002,0.24914442162902126,0.29057306742557976,1.0
78,2017-02-17,2017-08-18,48.0,ATVI,Call,2.14,0.24997,45.330002,0.4982888432580425,0.24858991188310062,1.0
79,2017-02-17,2017-08-18,49.0,ATVI,Call,1.81,0.24997,45.330002,0.4982888432580425,0.24796988840118236,1.0
80,2017-02-17,2017-08-18,42.0,ATVI,Put,2.09,0.2904,45.330002,0.4982888432580425,0.28935111707903693,1.0
81,2017-02-17,2017-03-17,110.0,ADBE,Put,0.5,0.2666,119.669998,0.07665982203969883,0.2621057117702776,1.0
82,2017-02-17,2017-03-17,115.0,ADBE,Put,1.29,0.24542,119.669998,0.07665982203969883,0.23870130499244263,1.0
83,2017-02-17,2017-04-21,115.0,ADBE,Call,6.78,0.20888,119.669998,0.17248459958932238,0.20311709063185496,1.0
84,2017-02-17,2017-04-21,115.0,ADBE,Put,2.25,0.21872,119.669998,0.17248459958932238,0.2168538000979436,1.0
85,2017-02-17,2017-07-21,125.0,ADBE,Call,4.59,0.22132,119.669998,0.4216290212183436,0.21584543035536013,1.0
86,2017-02-17,2017-07-21,130.0,ADBE,Call,2.77,0.207,119.669998,0.4216290212183436,0.20513997794837543,1.0
87,2017-02-17,2017-07-21,125.0,ADBE,Put,9.7,0.22625,119.669998,0.4216290212183436,0.21727584949099077,1.0
88,2017-02-17,2017-07-21,130.0,ADBE,Put,13.35,0.21872,119.669998,0.4216290212183436,0.22437734026429165,1.0
89,2017-02-17,2018-01-19,130.0,ADBE,Call,6.92,0.22542,119.669998,0.919917864476386,0.23386675832928203,1.0
90,2017-02-17,2018-01-19,115.0,ADBE,Put,8.75,0.24962,119.669998,0.919917864476386,0.24969530519969493,1.0
91,2017-02-17,2018-01-19,125.0,ADBE,Put,14.1,0.24769,119.669998,0.919917864476386,0.24829435697401675,1.0
92,2017-02-17,2019-01-18,110.0,ADBE,Put,15.45,0.32172,119.669998,1.9164955509924708,0.3255018087740667,1.0
93,2017-02-17,2017-08-18,23.0,ADTN,Call,1.15,0.27822,21.700001,0.4982888432580425,0.2708584444618468,1.0
94,2017-02-17,2017-07-21,12.5,ADRO,Call,2.0,0.74051,11.8,0.4216290212183436,0.7457406117180434,1.0
95,2017-02-17,2017-03-17,65.0,AEIS,Put,3.83,0.22311,61.560001,0.07665982203969883,0.2238705278785583,1.0
96,2017-02-17,2017-04-21,60.0,AEIS,Call,4.0,0.31472,61.560001,0.17248459958932238,0.31100921988654223,1.0
97,2017-02-17,2017-04-21,65.0,AEIS,Call,1.45,0.26976999999999995,61.560001,0.17248459958932238,0.26981200854915366,1.0
98,2017-02-17,2017-07-21,60.0,AEIS,Put,3.9,0.2891,61.560001,0.4216290212183436,0.2989967084788407,1.0
99,2017-02-17,2017-02-24,12.5,AMD,Put,0.08,0.41802,13.13,0.01916495550992471,0.4153534146315135,1.0
100,2017-02-17,2017-03-03,13.0,AMD,Call,0.52,0.43714,13.13,0.03832991101984942,0.44181398536945066,1.0
101,2017-02-17,2017-03-03,13.5,AMD,Call,0.32,0.45949,13.13,0.03832991101984942,0.46329549808714987,1.0
102,2017-02-17,2017-03-17,13.0,AMD,Call,0.77,0.4931100000000001,13.13,0.07665982203969883,0.48582692833182833,1.0
103,2017-02-17,2017-03-17,14.0,AMD,Call,0.38,0.49846,13.13,0.07665982203969883,0.4895585120863821,1.0
104,2017-02-17,2017-03-10,12.0,AMD,Put,0.18,0.4806,13.13,0.057494866529774126,0.48193769235529726,1.0
105,2017-02-17,2017-03-24,12.0,AMD,Put,0.33,0.50425,13.13,0.09582477754962354,0.49584525589823225,1.0
106,2017-02-17,2017-03-24,12.5,AMD,Put,0.5,0.49334,13.13,0.09582477754962354,0.4916129379431611,1.0
107,2017-02-17,2017-03-24,13.5,AMD,Put,1.05,0.51403,13.13,0.09582477754962354,0.5212848684293583,1.0
108,2017-02-17,2017-02-24,19.5,AGNC,Put,0.23,0.20382,19.49,0.01916495550992471,0.2098389814784324,1.0
109,2017-02-17,2017-03-03,20.0,AGNC,Call,0.02,0.11077,19.49,0.03832991101984942,0.10407905493900879,1.0
110,2017-02-17,2017-03-17,21.0,AGNC,Put,1.71,0.31909,19.49,0.07665982203969883,0.3242822479457669,1.0
111,2017-02-17,2017-06-16,21.0,AGNC,Call,0.07,0.09882,19.49,0.3258042436687201,0.10702773844959763,1.0
112,2017-02-17,2017-06-16,19.0,AGNC,Put,0.72,0.21872,19.49,0.3258042436687201,0.2189383924350162,1.0
113,2017-02-17,2017-02-24,64.0,AKAM,Call,0.17,0.20385,62.34,0.01916495550992471,0.20382669901351666,1.0
114,2017-02-17,2017-02-24,65.5,AKAM,Call,0.03,0.20416,62.34,0.01916495550992471,0.2048211349520637,1.0
115,2017-02-17,2017-02-24,66.5,AKAM,Call,0.18,0.37646,62.34,0.01916495550992471,0.37999516294651986,1.0
116,2017-02-17,2017-02-24,59.0,AKAM,Put,0.12,0.30582,62.34,0.01916495550992471,0.3084865639589757,1.0
117,2017-02-17,2017-02-24,61.5,AKAM,Put,0.32,0.18724,62.34,0.01916495550992471,0.19251565325215422,1.0
118,2017-02-17,2017-03-03,66.5,AKAM,Call,0.1,0.22365,62.34,0.03832991101984942,0.23034291163036638,1.0
119,2017-02-17,2017-03-17,60.0,AKAM,Call,2.95,0.21641,62.34,0.07665982203969883,0.2187869035312703,1.0
120,2017-02-17,2017-03-24,64.0,AKAM,Call,1.13,0.23086,62.34,0.09582477754962354,0.2347602141329844,1.0
121,2017-02-17,2017-03-24,66.0,AKAM,Call,0.43,0.20857,62.34,0.09582477754962354,0.20780428257015493,1.0
122,2017-02-17,2017-03-03,61.0,AKAM,Put,0.49,0.21779,62.34,0.03832991101984942,0.21336377362378126,1.0
123,2017-02-17,2017-03-10,57.5,AKAM,Put,0.17,0.25943,62.34,0.057494866529774126,0.2602005443163182,1.0
124,2017-02-17,2017-03-10,59.5,AKAM,Put,0.33,0.21855,62.34,0.057494866529774126,0.22028161298218604,1.0
125,2017-02-17,2017-03-10,61.5,AKAM,Put,0.86,0.21024,62.34,0.057494866529774126,0.20974017225482294,1.0
126,2017-02-17,2017-03-10,62.0,AKAM,Put,1.09,0.219,62.34,0.057494866529774126,0.21206260382887557,1.0
127,2017-02-17,2017-03-17,60.0,AKAM,Put,0.67,0.22625,62.34,0.07665982203969883,0.23366040514769257,1.0
128,2017-02-17,2017-03-24,59.0,AKAM,Put,0.46,0.21872,62.34,0.09582477754962354,0.21574499515525108,1.0
129,2017-02-17,2017-03-24,60.0,AKAM,Put,0.8,0.22922,62.34,0.09582477754962354,0.22952817875676315,1.0
130,2017-02-17,2017-03-24,64.0,AKAM,Put,2.6,0.21872,62.34,0.09582477754962354,0.21284415104278623,1.0
131,2017-02-17,2017-08-18,67.5,AKAM,Call,3.49,0.30494,62.34,0.4982888432580425,0.3095473859950976,1.0
132,2017-02-17,2017-06-16,22.5,AKRX,Call,2.2,0.50913,21.780001,0.3258042436687201,0.5034129462364925,1.0
133,2017-02-17,2018-01-19,20.0,AKRX,Call,5.0,0.5111899999999999,21.780001,0.919917864476386,0.5060983682094119,1.0
134,2017-02-17,2018-01-19,20.0,AKRX,Put,3.2,0.51653,21.780001,0.919917864476386,0.5155394050791966,1.0
135,2017-02-17,2017-09-15,27.5,ALRM,Put,3.1,0.46793,29.27,0.5749486652977412,0.463900209026299,1.0
136,2017-02-17,2017-02-24,128.0,ALXN,Call,2.44,0.27373000000000003,128.820007,0.01916495550992471,0.28152448965912896,1.0
137,2017-02-17,2017-02-24,123.0,ALXN,Put,0.45,0.3194,128.820007,0.01916495550992471,0.32605235675238314,1.0
138,2017-02-17,2017-03-10,135.0,ALXN,Call,1.4,0.28449,128.820007,0.057494866529774126,0.29217902660551115,1.0
139,2017-02-17,2017-03-10,140.0,ALXN,Call,0.6,0.29157,128.820007,0.057494866529774126,0.3006041266393747,1.0
140,2017-02-17,2017-03-17,125.0,ALXN,Call,6.7,0.33113000000000004,128.820007,0.07665982203969883,0.3215106012457454,1.0
141,2017-02-17,2017-03-17,135.0,ALXN,Call,1.82,0.28664,128.820007,0.07665982203969883,0.28778869911116933,1.0
142,2017-02-17,2017-03-24,128.0,ALXN,Call,5.4,0.31079,128.820007,0.09582477754962354,0.3121441992762303,1.0
143,2017-02-17,2017-03-03,122.0,ALXN,Put,2.0,0.47679,128.820007,0.03832991101984942,0.47414551879575706,1.0
144,2017-02-17,2017-03-17,120.0,ALXN,Put,1.8,0.36346,128.820007,0.07665982203969883,0.36717897644109604,1.0
145,2017-02-17,2017-05-19,120.0,ALXN,Call,14.2,0.36611,128.820007,0.24914442162902126,0.3647441972348395,1.0
146,2017-02-17,2017-05-19,130.0,ALXN,Call,8.0,0.33039,128.820007,0.24914442162902126,0.3304069292211008,1.0
147,2017-02-17,2017-05-19,140.0,ALXN,Call,4.8,0.35431,128.820007,0.24914442162902126,0.3477075671084138,1.0
148,2017-02-17,2017-05-19,120.0,ALXN,Put,6.0,0.3989,128.820007,0.24914442162902126,0.3983117323353278,1.0
149,2017-02-17,2017-08-18,135.0,ALXN,Call,10.7,0.35885,128.820007,0.4982888432580425,0.36277282578219333,1.0
150,2017-02-17,2019-01-18,120.0,ALXN,Call,24.0,0.27424,128.820007,1.9164955509924708,0.2736478162988701,1.0
151,2017-02-17,2017-03-17,95.0,ALGN,Call,7.2,0.21838,101.769997,0.07665982203969883,0.2220153157030857,1.0
152,2017-02-17,2017-04-21,95.0,ALGN,Call,8.1,0.22492,101.769997,0.17248459958932238,0.22788430043933772,1.0
153,2017-02-17,2017-04-21,95.0,ALGN,Put,1.55,0.24313,101.769997,0.17248459958932238,0.25161149155394524,1.0
154,2017-02-17,2017-07-21,95.0,ALGN,Put,5.1,0.31827,101.769997,0.4216290212183436,0.31936370839238504,1.0
155,2017-02-17,2017-07-21,105.0,ALGN,Put,9.6,0.28981,101.769997,0.4216290212183436,0.29974291916755913,1.0
156,2017-02-17,2017-03-17,50.0,ALKS,Put,0.83,0.43731,54.57,0.07665982203969883,0.42954751977686667,1.0
157,2017-02-17,2017-03-17,55.0,ALKS,Put,2.63,0.39059,54.57,0.07665982203969883,0.4001980822816409,1.0
158,2017-02-17,2017-05-19,60.0,ALKS,Put,8.56,0.48318,54.57,0.24914442162902126,0.48137591850898587,1.0
159,2017-02-17,2017-08-18,55.0,ALKS,Put,6.56,0.421,54.57,0.4982888432580425,0.417657441873898,1.0
160,2017-02-17,2017-03-17,175.0,ALGT,Put,8.47,0.35248,171.399994,0.07665982203969883,0.3427117609181405,1.0
161,2017-02-17,2017-04-21,185.0,ALGT,Call,3.4,0.28983000000000003,171.399994,0.17248459958932238,0.28762091199387024,1.0
162,2017-02-17,2017-03-17,25.0,AMOT,Call,0.5,0.44712,23.24,0.07665982203969883,0.44095584564362195,1.0
163,2017-02-17,2017-09-15,5.0,ALLT,Put,0.67,0.4254600000000001,4.92,0.5749486652977412,0.4267889846224793,1.0
164,2017-02-17,2017-03-17,50.0,ALNY,Put,4.1,0.57655,48.279999,0.07665982203969883,0.5862026102719342,1.0
165,2017-02-17,2017-10-20,45.0,ALNY,Call,11.44,0.6428699999999999,48.279999,0.6707734428473648,0.640341698231683,1.0
166,2017-02-17,2018-01-19,50.0,ALNY,Call,11.4,0.6654399999999999,48.279999,0.919917864476386,0.6574496448228832,1.0
167,2017-02-17,2017-02-24,820.0,GOOG,Call,9.5,0.0874,828.070007,0.01916495550992471,0.09308744859292077,1.0
168,2017-02-17,2017-02-24,835.0,GOOG,Call,1.75,0.10106,828.070007,0.01916495550992471,0.0945609989740845,1.0
169,2017-02-17,2017-02-24,842.5,GOOG,Call,0.51,0.09636,828.070007,0.01916495550992471,0.09583804656650882,1.0
170,2017-02-17,2017-02-24,847.5,GOOG,Call,0.6,0.11711,828.070007,0.01916495550992471,0.12432882648595119,1.0
171,2017-02-17,2017-02-24,860.0,GOOG,Call,0.1,0.13591,828.070007,0.01916495550992471,0.13018236041446873,1.0
172,2017-02-17,2017-02-24,770.0,GOOG,Put,0.19,0.24997,828.070007,0.01916495550992471,0.25263736317742397,1.0
173,2017-02-17,2017-02-24,772.5,GOOG,Put,0.1,0.21872,828.070007,0.01916495550992471,0.2219661822082761,1.0
174,2017-02-17,2017-02-24,787.5,GOOG,Put,0.85,0.2487,828.070007,0.01916495550992471,0.24617654132111402,1.0
175,2017-02-17,2017-02-24,792.5,GOOG,Put,0.16,0.15367999999999998,828.070007,0.01916495550992471,0.16033032940841904,1.0
176,2017-02-17,2017-02-24,795.0,GOOG,Put,0.25,0.1634,828.070007,0.01916495550992471,0.16246815487037233,1.0
177,2017-02-17,2017-02-24,797.5,GOOG,Put,0.51,0.17761,828.070007,0.01916495550992471,0.17526723728915336,1.0
178,2017-02-17,2017-02-24,805.0,GOOG,Put,0.35,0.11971,828.070007,0.01916495550992471,0.12908399866143105,1.0
179,2017-02-17,2017-02-24,812.5,GOOG,Put,0.94,0.12759,828.070007,0.01916495550992471,0.12380896318098816,1.0
180,2017-02-17,2017-02-24,817.5,GOOG,Put,1.35,0.1021,828.070007,0.01916495550992471,0.10911374107903099,1.0
181,2017-02-17,2017-02-24,820.0,GOOG,Put,2.13,0.11406,828.070007,0.01916495550992471,0.11480132143745242,1.0
182,2017-02-17,2017-02-24,822.5,GOOG,Put,2.8,0.10825,828.070007,0.01916495550992471,0.11273284579947926,1.0
183,2017-02-17,2017-02-24,825.0,GOOG,Put,3.53,0.10511,828.070007,0.01916495550992471,0.10835250621053917,1.0
184,2017-02-17,2017-02-24,827.5,GOOG,Put,4.9,0.10994,828.070007,0.01916495550992471,0.1141474729610805,1.0
185,2017-02-17,2017-03-03,807.5,GOOG,Call,22.0,0.10804,828.070007,0.03832991101984942,0.11719055380250973,1.0
186,2017-02-17,2017-03-03,815.0,GOOG,Call,15.4,0.11137,828.070007,0.03832991101984942,0.1067586488501149,1.0
187,2017-02-17,2017-03-03,820.0,GOOG,Call,12.0,0.11345,828.070007,0.03832991101984942,0.11103727873767892,1.0
188,2017-02-17,2017-03-03,822.5,GOOG,Call,10.8,0.11345,828.070007,0.03832991101984942,0.1178418740661145,1.0
189,2017-02-17,2017-03-03,825.0,GOOG,Call,8.9,0.11815,828.070007,0.03832991101984942,0.11108788868217964,1.0
190,2017-02-17,2017-03-03,827.5,GOOG,Call,7.11,0.10742,828.070007,0.03832991101984942,0.10425012644847101,1.0
191,2017-02-17,2017-03-03,830.0,GOOG,Call,6.5,0.11531,828.070007,0.03832991101984942,0.11354752905993529,1.0
192,2017-02-17,2017-03-03,837.5,GOOG,Call,3.4,0.1021,828.070007,0.03832991101984942,0.1090444725900671,1.0
193,2017-02-17,2017-03-03,840.0,GOOG,Call,2.7,0.11668,828.070007,0.03832991101984942,0.1087441021923588,1.0
194,2017-02-17,2017-03-03,842.5,GOOG,Call,2.39,0.11673,828.070007,0.03832991101984942,0.11420042221155532,1.0
195,2017-02-17,2017-03-03,845.0,GOOG,Call,2.02,0.12358,828.070007,0.03832991101984942,0.11715319028518914,1.0
196,2017-02-17,2017-03-03,847.5,GOOG,Call,1.37,0.1021,828.070007,0.03832991101984942,0.11139566386254943,1.0
197,2017-02-17,2017-03-03,855.0,GOOG,Call,1.05,0.13691,828.070007,0.03832991101984942,0.12888320439944234,1.0
198,2017-02-17,2017-03-03,865.0,GOOG,Call,0.4,0.13953,828.070007,0.03832991101984942,0.13081087924010332,1.0
199,2017-02-17,2017-03-03,867.5,GOOG,Call,0.68,0.1597,828.070007,0.03832991101984942,0.1535750518361144,1.0
200,2017-02-17,2017-03-10,830.0,GOOG,Call,8.7,0.12356,828.070007,0.057494866529774126,0.12008804707443148,1.0
201,2017-02-17,2017-03-10,835.0,GOOG,Call,6.7,0.11668,828.070007,0.057494866529774126,0.12170869082600493,1.0
202,2017-02-17,2017-03-10,837.5,GOOG,Call,5.2,0.11701,828.070007,0.057494866529774126,0.1137894748039563,1.0
203,2017-02-17,2017-03-10,842.5,GOOG,Call,3.56,0.11668,828.070007,0.057494866529774126,0.11159778677395805,1.0
204,2017-02-17,2017-03-10,847.5,GOOG,Call,2.7,0.11668,828.070007,0.057494866529774126,0.11624159809863387,1.0
205,2017-02-17,2017-03-10,867.5,GOOG,Call,1.05,0.136,828.070007,0.057494866529774126,0.1385002582687929,1.0
206,2017-02-17,2017-03-10,890.0,GOOG,Call,0.35,0.15795,828.070007,0.057494866529774126,0.15703065564662438,1.0
207,2017-02-17,2017-03-17,810.0,GOOG,Call,23.2,0.12565,828.070007,0.07665982203969883,0.13049692460443152,1.0
208,2017-02-17,2017-03-17,815.0,GOOG,Call,20.1,0.12542,828.070007,0.07665982203969883,0.1351950313236282,1.0
209,2017-02-17,2017-03-17,830.0,GOOG,Call,10.6,0.11668,828.070007,0.07665982203969883,0.1243879030956582,1.0
210,2017-02-17,2017-03-17,835.0,GOOG,Call,8.6,0.13335,828.070007,0.07665982203969883,0.12639884326732898,1.0
211,2017-02-17,2017-03-17,880.0,GOOG,Call,0.55,0.1221,828.070007,0.07665982203969883,0.1281905425933749,1.0
212,2017-02-17,2017-03-17,905.0,GOOG,Call,0.15,0.14627,828.070007,0.07665982203969883,0.1427578199116391,1.0
213,2017-02-17,2017-03-24,815.0,GOOG,Call,18.93,0.10438,828.070007,0.09582477754962354,0.10750450506877396,1.0
214,2017-02-17,2017-03-24,825.0,GOOG,Call,14.78,0.13335,828.070007,0.09582477754962354,0.12714236509794738,1.0
215,2017-02-17,2017-03-24,830.0,GOOG,Call,12.5,0.13335,828.070007,0.09582477754962354,0.12947815314216318,1.0
216,2017-02-17,2017-03-24,840.0,GOOG,Call,7.6,0.11978,828.070007,0.09582477754962354,0.12168183891970608,1.0
